datetime_utc,price_usd
2025-08-01T14:04:26.209000+00:00,3591.825408797353
2025-08-01T15:08:36.269000+00:00,3622.6438227462404
2025-08-01T16:06:22.115000+00:00,3613.2032289480094
2025-08-01T17:07:59.355000+00:00,3574.2721832324687
2025-08-01T18:04:23.156000+00:00,3568.8323839228838
2025-08-01T19:04:01.086000+00:00,3556.3602511035315
2025-08-01T20:02:18.624000+00:00,3516.423305359995
2025-08-01T21:04:10.268000+00:00,3538.300696339072
2025-08-01T22:00:44.668000+00:00,3541.4432681054577
2025-08-01T23:04:13.718000+00:00,3463.211041724805
2025-08-02T00:08:23.014000+00:00,3490.126027261797
2025-08-02T01:09:00.995000+00:00,3516.929892436748
2025-08-02T02:01:53.030000+00:00,3510.3986044052754
2025-08-02T03:08:48.136000+00:00,3524.035225082705
2025-08-02T04:08:37.352000+00:00,3526.2451819762027
2025-08-02T05:06:51.559000+00:00,3532.413223233703
2025-08-02T06:03:46.195000+00:00,3518.1249114765355
2025-08-02T07:04:49.180000+00:00,3475.371827705058
2025-08-02T08:04:10.373000+00:00,3517.311227118096
2025-08-02T09:04:02.943000+00:00,3491.237635710257
2025-08-02T10:03:44.568000+00:00,3490.0383481349136
2025-08-02T11:04:10.474000+00:00,3487.942998907581
2025-08-02T12:08:59.502000+00:00,3506.3122200796847
2025-08-02T13:01:27.122000+00:00,3507.6308698939183
2025-08-02T14:08:55.771000+00:00,3509.233691879086
2025-08-02T15:05:56.093000+00:00,3474.2408923128264
2025-08-02T16:04:40.858000+00:00,3456.7920252045533
2025-08-02T17:04:19.055000+00:00,3467.729582600776
2025-08-02T18:08:59.794000+00:00,3423.220633480211
2025-08-02T19:03:59.758000+00:00,3380.723061341434
2025-08-02T20:04:23.800000+00:00,3400.352819452813
2025-08-02T21:00:33.279000+00:00,3416.427148440533
2025-08-02T22:09:00.208000+00:00,3418.412816906685
2025-08-02T23:07:25.276000+00:00,3415.1727392636453
2025-08-03T00:08:56.111000+00:00,3400.741514835749
2025-08-03T01:06:03.414000+00:00,3405.276687806024
2025-08-03T02:03:26.606000+00:00,3414.549553772091
2025-08-03T03:04:54.865000+00:00,3441.961918943606
2025-08-03T04:09:09.675000+00:00,3446.8452138885723
2025-08-03T05:04:57.674000+00:00,3437.8290815483856
2025-08-03T06:04:06.207000+00:00,3443.284004346993
2025-08-03T07:04:53.222000+00:00,3441.812990986453
2025-08-03T08:04:03.302000+00:00,3455.0057664581163
2025-08-03T09:09:23.462000+00:00,3460.537229079868
2025-08-03T10:04:02.852000+00:00,3464.0294323192893
2025-08-03T11:08:44.914000+00:00,3487.6370794753616
2025-08-03T12:09:41.266000+00:00,3484.3074734809907
2025-08-03T13:07:32.862000+00:00,3495.398537534885
2025-08-03T14:07:36.847000+00:00,3490.0172259347596
2025-08-03T15:05:22.954000+00:00,3472.8422094989564
2025-08-03T16:07:25.169000+00:00,3474.626138911878
2025-08-03T17:06:23.453000+00:00,3491.002490723254
2025-08-03T18:03:18.086000+00:00,3487.345524412645
2025-08-03T19:09:31.929000+00:00,3492.7053524491444
2025-08-03T20:00:13.626000+00:00,3497.4218361160433
2025-08-03T21:08:45.786000+00:00,3491.1571119319246
2025-08-03T22:09:37.911000+00:00,3501.5580849273315
2025-08-03T23:04:41.448000+00:00,3504.0964904344964
2025-08-04T00:08:55.403000+00:00,3497.7884248520922
2025-08-04T01:03:50.517000+00:00,3545.8483705990834
2025-08-04T02:09:02.387000+00:00,3536.9960665341423
2025-08-04T03:04:15.840000+00:00,3567.29006694925
2025-08-04T04:02:20.092000+00:00,3558.965402168159
2025-08-04T05:08:57.739000+00:00,3538.0202944987523
2025-08-04T06:05:22.963000+00:00,3533.727978495223
2025-08-04T07:08:43.354000+00:00,3540.3867510729856
2025-08-04T08:09:14.887000+00:00,3554.865069859157
2025-08-04T09:04:05.662000+00:00,3551.142642527417
2025-08-04T10:09:38.812000+00:00,3547.414831695984
2025-08-04T11:08:46.296000+00:00,3557.304184717086
2025-08-04T12:08:59.190000+00:00,3555.546869544826
2025-08-04T13:09:43.723000+00:00,3570.150277227105
2025-08-04T14:04:58.901000+00:00,3619.168343980975
2025-08-04T15:09:23.747000+00:00,3638.833494004731
2025-08-04T16:04:57.433000+00:00,3647.307530287286
2025-08-04T17:09:55.796000+00:00,3688.6143847387343
2025-08-04T18:09:04.834000+00:00,3685.3344515067815
2025-08-04T19:11:02.931000+00:00,3676.2545041614503
2025-08-04T20:09:20.673000+00:00,3666.631783640017
2025-08-04T21:03:54.438000+00:00,3704.162710225887
2025-08-04T22:09:48.752000+00:00,3718.4080146997894
2025-08-04T23:03:15.549000+00:00,3730.3107463400283
2025-08-05T00:04:57.037000+00:00,3715.7090148550706
2025-08-05T01:02:41.283000+00:00,3697.9772124920987
2025-08-05T02:04:14.330000+00:00,3682.2432526913703
2025-08-05T03:04:15.136000+00:00,3678.408103772796
2025-08-05T04:04:35.231000+00:00,3653.1292937921953
2025-08-05T05:04:35.615000+00:00,3650.6085126504013
2025-08-05T06:08:45.718000+00:00,3670.347588204313
2025-08-05T07:04:06.890000+00:00,3647.0715014644684
2025-08-05T08:04:04.514000+00:00,3612.3621566437314
2025-08-05T09:09:17.642000+00:00,3635.0461866962232
2025-08-05T10:03:29.190000+00:00,3659.56944639529
2025-08-05T11:09:43.202000+00:00,3675.3758778383217
2025-08-05T12:09:03.470000+00:00,3669.6926421488474
2025-08-05T13:08:49.788000+00:00,3630.364898408127
2025-08-05T14:00:49.023000+00:00,3650.2920429437363
