datetime_utc,price_usd
2025-08-01T14:08:44.030000+00:00,254.5203731621886
2025-08-01T15:08:40.839000+00:00,259.22673382558537
2025-08-01T16:08:49.117000+00:00,259.1541672971103
2025-08-01T17:08:56.756000+00:00,255.79123600170732
2025-08-01T18:05:12.997000+00:00,255.48202680301054
2025-08-01T19:04:02.622000+00:00,256.9189341500629
2025-08-01T20:04:38.038000+00:00,259.0334855766262
2025-08-01T21:04:18.676000+00:00,257.72908571067063
2025-08-01T22:04:05.406000+00:00,258.6659357613691
2025-08-01T23:00:13.291000+00:00,251.71664817711323
2025-08-02T00:08:51.935000+00:00,255.73257542075334
2025-08-02T01:04:34.628000+00:00,257.47541524221947
2025-08-02T02:08:49.041000+00:00,256.93780032078
2025-08-02T03:08:51.623000+00:00,257.0836583116261
2025-08-02T04:07:23.174000+00:00,256.55849599987755
2025-08-02T05:03:08.917000+00:00,257.4246591397081
2025-08-02T06:00:00.202000+00:00,255.6813423264348
2025-08-02T07:04:14.666000+00:00,251.3264165460333
2025-08-02T08:08:51.657000+00:00,255.56197917135452
2025-08-02T09:05:46.581000+00:00,253.12554512938001
2025-08-02T10:02:36.986000+00:00,253.44944472405263
2025-08-02T11:04:33.716000+00:00,253.0186682096937
2025-08-02T12:08:56.655000+00:00,254.52587817447468
2025-08-02T13:08:55.170000+00:00,254.85354756988878
2025-08-02T14:09:48.817000+00:00,255.63108061615495
2025-08-02T15:09:56.050000+00:00,252.99617891945493
2025-08-02T16:09:47.783000+00:00,252.33657864321853
2025-08-02T17:07:45.998000+00:00,252.25380511118303
2025-08-02T18:04:45.405000+00:00,248.19491598937702
2025-08-02T19:06:57.918000+00:00,245.89755405466488
2025-08-02T20:04:56.928000+00:00,248.37351776184417
2025-08-02T21:08:45.753000+00:00,251.52450819582538
2025-08-02T22:07:41.430000+00:00,250.72437788057476
2025-08-02T23:08:27.590000+00:00,251.3705386222508
2025-08-03T00:08:50.947000+00:00,249.71855202512583
2025-08-03T01:05:42.509000+00:00,251.57870943525904
2025-08-03T02:04:36.724000+00:00,251.8528606929475
2025-08-03T03:04:01.524000+00:00,253.52855703592178
2025-08-03T04:05:32.220000+00:00,254.12878444185512
2025-08-03T05:04:50.721000+00:00,254.16233121959337
2025-08-03T06:08:48.824000+00:00,253.77390486165353
2025-08-03T07:02:39.500000+00:00,253.68075781859204
2025-08-03T08:08:56.360000+00:00,255.899016564532
2025-08-03T09:09:04.142000+00:00,256.6260050171171
2025-08-03T10:09:14.992000+00:00,256.4391161778908
2025-08-03T11:07:42.055000+00:00,258.47289034233785
2025-08-03T12:09:22.248000+00:00,257.31516400910164
2025-08-03T13:04:54.299000+00:00,258.06407192745394
2025-08-03T14:07:37.582000+00:00,257.38281222394
2025-08-03T15:04:59.990000+00:00,257.418314220174
2025-08-03T16:00:48.291000+00:00,257.5175124054265
2025-08-03T17:05:30.021000+00:00,258.17754885729033
2025-08-03T18:05:57.256000+00:00,258.47975003873205
2025-08-03T19:05:54.935000+00:00,259.0728506533908
2025-08-03T20:04:59.842000+00:00,258.5596962931639
2025-08-03T21:02:49.709000+00:00,258.9278142101289
2025-08-03T22:09:00.070000+00:00,259.51639034577335
2025-08-03T23:04:36.570000+00:00,259.77496027122106
2025-08-04T00:08:43.752000+00:00,260.0134594578171
2025-08-04T01:02:37.990000+00:00,263.54060860741515
2025-08-04T02:08:50.181000+00:00,262.27285842564515
2025-08-04T03:03:50.873000+00:00,264.075020450865
2025-08-04T04:09:01.628000+00:00,264.0566785943058
2025-08-04T05:08:56.407000+00:00,262.5728371047829
2025-08-04T06:04:54.189000+00:00,261.3754051297879
2025-08-04T07:05:26.982000+00:00,261.85919151743616
2025-08-04T08:08:40.446000+00:00,261.88833993437163
2025-08-04T09:07:54.470000+00:00,261.2793630543834
2025-08-04T10:09:31.145000+00:00,261.0902373680889
2025-08-04T11:04:28.695000+00:00,262.99031243546057
2025-08-04T12:08:39.415000+00:00,262.1503688281449
2025-08-04T13:08:52.557000+00:00,263.2757440891414
2025-08-04T14:03:24.476000+00:00,264.74161059960176
2025-08-04T15:09:20.709000+00:00,264.04857883335404
2025-08-04T16:04:55.634000+00:00,265.3999706328119
2025-08-04T17:09:59.606000+00:00,268.7913519084929
2025-08-04T18:11:28.848000+00:00,268.34084597072354
2025-08-04T19:10:07.955000+00:00,266.6363989115282
2025-08-04T20:08:04.036000+00:00,265.9422768480476
2025-08-04T21:04:50.228000+00:00,268.3506886088567
2025-08-04T22:08:56.143000+00:00,268.99693586835684
2025-08-04T23:09:07.771000+00:00,268.5212102822396
2025-08-05T00:04:17.484000+00:00,267.99736738052627
2025-08-05T01:09:47.449000+00:00,266.5162861488287
2025-08-05T02:04:29.598000+00:00,265.1409568737603
2025-08-05T03:02:00.175000+00:00,264.9479038970787
2025-08-05T04:03:37.648000+00:00,261.7828534546427
2025-08-05T05:04:18.001000+00:00,260.7394197857045
2025-08-05T06:04:58.312000+00:00,261.54391921893506
2025-08-05T07:02:52.588000+00:00,260.6224705079701
2025-08-05T08:04:30.804000+00:00,257.25523394073497
2025-08-05T09:09:38.177000+00:00,258.58158878894125
2025-08-05T10:08:40.819000+00:00,260.52769280015593
2025-08-05T11:09:12.194000+00:00,262.5638504044183
2025-08-05T12:08:45.083000+00:00,262.8772541733023
2025-08-05T13:06:47.996000+00:00,260.48494061489953
2025-08-05T14:00:32.286000+00:00,260.2295752886777
2025-08-05T15:04:57.670000+00:00,254.52343795333607
2025-08-05T16:04:37.129000+00:00,253.50434230018791
2025-08-05T17:09:32.806000+00:00,254.21263469693616
2025-08-05T18:04:38.195000+00:00,254.78108410682063
2025-08-05T19:09:20.252000+00:00,253.54920204499567
2025-08-05T20:03:55.831000+00:00,252.8229330520513
2025-08-05T21:04:26.676000+00:00,252.8710169623036
2025-08-05T22:09:50.280000+00:00,252.1542228819325
2025-08-05T23:09:06.978000+00:00,254.2030802085855
2025-08-06T00:04:05.681000+00:00,255.2385118706285
2025-08-06T01:09:38.384000+00:00,253.19807946508038
2025-08-06T02:08:05.820000+00:00,253.12161884397
2025-08-06T03:08:56.319000+00:00,252.71464311609256
2025-08-06T04:04:03.501000+00:00,252.2401423990629
2025-08-06T05:08:17.350000+00:00,252.96064478986162
2025-08-06T06:08:59.393000+00:00,256.8785335720623
2025-08-06T07:08:00.047000+00:00,257.6021905793627
