datetime_utc,R1
2025-10-26 04:00:00+00:00,0.576081821621549861
2025-10-26 05:00:00+00:00,0.574909113635022062
2025-10-26 06:00:00+00:00,0.574146825063943878
2025-10-26 07:00:00+00:00,0.574270487439932809
2025-10-26 08:00:00+00:00,0.573184075151556893
2025-10-26 09:00:00+00:00,0.571999572961387592
2025-10-26 10:00:00+00:00,0.568883758201517487
2025-10-26 11:00:00+00:00,0.568493370491377270
2025-10-26 12:00:00+00:00,0.560643228607032196
2025-10-26 13:00:00+00:00,0.556798393697482963
2025-10-26 14:00:00+00:00,0.555348262598594045
2025-10-26 15:00:00+00:00,0.557344966657165264
2025-10-26 16:00:00+00:00,0.556308012171788713
2025-10-26 17:00:00+00:00,0.558729021219512623
2025-10-26 18:00:00+00:00,0.558016071398610203
